_MEMBER_M19050.Micro,_MEMBER_M19050.OPC,_MEMBER_M19050.Oligo,_MEMBER_M59593.Micro,_MEMBER_M59593.OPC,_MEMBER_M59593.Oligo,_MEMBER_att_D_AD_1,_MEMBER_att_D_AD_2,_MEMBER_att_D_SCZ_1,_MEMBER_att_D_SCZ_2,_MEMBER_att_D_no_prior_0,_MEMBER_att_D_no_prior_1,_MEMBER_att_D_no_prior_2,_MEMBER_att_D_no_prior_3,_LogP_M19050.Micro,_LogP_M19050.OPC,_LogP_M19050.Oligo,_LogP_M59593.Micro,_LogP_M59593.OPC,_LogP_M59593.Oligo,_LogP_att_D_AD_1,_LogP_att_D_AD_2,_LogP_att_D_SCZ_1,_LogP_att_D_SCZ_2,_LogP_att_D_no_prior_0,_LogP_att_D_no_prior_1,_LogP_att_D_no_prior_2,_LogP_att_D_no_prior_3,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,-3,-3.6,-2.1,0,C0558353,M00000000001110,3,0,DisGeNET,35,Tongue Carcinoma,,-3.6,5,5.1,30304,157,311,8,2.6,0.9,182|864|2308|2321|5155|5293|5396|6935,JAG1|RUNX3|FOXO1|FLT1|PDGFB|PIK3CD|PRRX1|ZEB1,-2.9,0
0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,0,0,0,0,0,0,C4022608,M00000100000000,1,0,DisGeNET,35,Oral cavity bleeding,,-3.6,25,8.3,30304,18,205,3,1.5,0.84,2162|7704|64859,F13A1|ZBTB16|NABP1,-2.9,0
1,1,0,0,0,0,0,0,0,0,0,0,0,1,-2.4,-3.6,0,0,0,0,0,0,0,0,0,0,0,-2.5,C0282612,M11000000000001,3,0,DisGeNET,35,Prostatic Intraepithelial Neoplasias,,-3.6,5.8,5.3,30304,230,160,7,4.4,1.6,1522|2115|3479|5293|6256|7100|9590,CTSZ|ETV1|IGF1|PIK3CD|RXRA|TLR5|AKAP12,-2.9,0
1,0,0,0,0,0,0,0,0,0,1,1,0,0,-3.1,0,0,0,0,0,0,0,0,0,-2,-3.6,0,0,C0035869,M10000000001100,3,0,DisGeNET,35,Rotavirus Infections,,-3.6,7,5.6,30304,84,311,6,1.9,0.78,3725|5293|7026|9308|9402|143872,JUN|PIK3CD|NR2F2|CD83|GRAP2|ARHGAP42,-2.9,0
0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-3.6,0,-2.7,-3.1,C0349231,M00000000001011,3,0,DisGeNET,35,Phobic anxiety disorder,,-3.6,13,6.7,30304,31,298,4,1.3,0.67,409|2289|6886|93986,ARRB2|FKBP5|TAL1|FOXP2,-2.9,0
0,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,-3.4,0,0,-3.6,0,-2.7,-3.1,C4721505,M00000001001011,4,0,DisGeNET,35,"Sarcoma, Myeloid",,-3.6,13,6.7,30304,31,298,4,1.3,0.67,861|5156|7852|10320,RUNX1|PDGFRA|CXCR4|IKZF1,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,0,0,0,0,0,0,0,0,0,0,C0001957,M01000000000000,1,0,DisGeNET,35,Alcohol Withdrawal Delirium,,-3.6,25,8.3,30304,23,160,3,1.9,1.1,1268|2899|2918,CNR1|GRIK3|GRM8,-2.9,0
0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,-3.2,-3.3,0,0,-3.6,0,0,0,0,C0035450,M00000110010000,3,0,DisGeNET,35,Rheumatoid Nodule,,-3.6,25,8.3,30304,26,141,3,2.1,1.2,3566|3606|6556,IL4R|IL18|SLC11A1,-2.9,0
1,0,0,0,0,1,1,1,0,0,0,1,0,1,-3.6,0,0,0,0,-2,-3.1,-3.6,0,0,0,-3.3,0,-2.1,C0025229,M10000111000101,6,0,DisGeNET,35,Melioidosis,,-3.6,9,6,30304,65,259,5,1.9,0.85,834|1524|3329|6556|7100,CASP1|CX3CR1|HSPD1|SLC11A1|TLR5,-2.9,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.4,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,C0271084,M10000000000100,2,0,DisGeNET,35,Exudative age-related macular degeneration,,-3.6,4.9,5,30304,158,311,8,2.6,0.9,948|1524|2321|3075|3684|4306|7450|55785,CD36|CX3CR1|FLT1|CFH|ITGAM|NR3C2|VWF|FGD6,-2.9,0
1,0,0,0,0,1,0,0,0,0,0,0,0,0,-2.3,0,0,0,0,-3.6,0,0,0,0,0,0,0,0,C0032461,M10000100000000,2,0,DisGeNET,35,Polycythemia,,-3.6,9,6,30304,82,205,5,2.4,1.1,25|633|861|3055|3091,ABL1|BGN|RUNX1|HCK|HIF1A,-2.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,C1866241,M00000000000100,1,0,DisGeNET,35,Broad foot,,-3.6,13,6.7,30304,30,311,4,1.3,0.64,658|2260|2353|5745,BMPR1B|FGFR1|FOS|PTH1R,-2.9,0
0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,-3.5,0,-2.5,-3.6,0,0,C4054188,M00000000101100,3,0,DisGeNET,35,Ph-Like Acute Lymphoblastic Leukemia,,-3.6,13,6.7,30304,30,311,4,1.3,0.64,5159|5293|5925|10320,PDGFRB|PIK3CD|RB1|IKZF1,-2.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,C4551838,M00000000000100,1,0,DisGeNET,35,Talipes transversoplanus,,-3.6,13,6.7,30304,30,311,4,1.3,0.64,658|2260|2353|5745,BMPR1B|FGFR1|FOS|PTH1R,-2.9,0
1,0,0,0,0,0,0,0,0,0,1,1,1,0,-2.7,0,0,0,0,0,0,0,0,0,-3.6,-2.2,-3.6,0,C0021831,M10000000001110,4,0,DisGeNET,35,Intestinal Diseases,,-3.6,4.4,4.9,30304,209,298,9,3,0.99,960|4088|4988|5742|7132|7133|9332|57217|93986,CD44|SMAD3|OPRM1|PTGS1|TNFRSF1A|TNFRSF1B|CD163|TTC7A|FOXP2,-2.9,0
1,1,0,0,0,0,0,0,0,0,1,1,1,0,-2.7,-2.3,0,0,0,0,0,0,0,0,-3.6,-2.2,-2.2,0,C3714948,M11000000001110,5,0,DisGeNET,35,PACHYONYCHIA CONGENITA 3,,-3.6,4.4,4.9,30304,209,298,9,3,0.99,960|2308|2697|3091|3315|4205|5293|7037|7852,CD44|FOXO1|GJA1|HIF1A|HSPB1|MEF2A|PIK3CD|TFRC|CXCR4,-2.9,0
0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,-2.9,0,0,0,0,0,0,0,-3.1,-2.2,0,-3.6,0,C1739108,M01000000011010,4,0,DisGeNET,35,Latent Autoimmune Diabetes in Adults,,-3.6,13,6.7,30304,39,237,4,1.7,0.84,3123|6934|10019|26191,HLA-DRB1|TCF7L2|SH2B3|PTPN22,-2.9,0
0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,-2.7,0,0,0,0,0,-3.6,C3658302,M00000001000001,2,0,DisGeNET,35,Stevens-Johnson Syndrome Toxic Epidermal Necrolysis Spectrum,,-3.6,13,6.7,30304,50,184,4,2.2,1.1,3106|5925|9402|10320,HLA-B|RB1|GRAP2|IKZF1,-2.9,0
0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-3.2,0,0,0,0,-3.6,0,-3,0,C1096155,M00000100001010,3,0,DisGeNET,35,Macrophage Activation Syndrome,,-3.6,8.9,6,30304,57,298,5,1.7,0.74,6646|7132|7133|9332|51284,SOAT1|TNFRSF1A|TNFRSF1B|CD163|TLR7,-2.9,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-3.3,0,-3.6,0,C0242770,M00000000001010,2,0,DisGeNET,35,Bronchiolitis Obliterans Organizing Pneumonia,,-3.6,24,8.2,30304,16,237,3,1.3,0.73,7132|7133|9332,TNFRSF1A|TNFRSF1B|CD163,-2.9,0
1,0,0,0,0,1,0,0,0,0,0,1,1,0,-3.6,0,0,0,0,-2.9,0,0,0,0,0,-3,-2.5,0,C0282193,M10000100000110,4,0,DisGeNET,35,Iron Overload,,-3.6,4.4,4.9,30304,241,259,9,3.5,1.1,348|860|953|3162|5293|6556|6696|6916|57817,APOE|RUNX2|ENTPD1|HMOX1|PIK3CD|SLC11A1|SPP1|TBXAS1|HAMP,-2.9,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,C4551570,M00000000000100,1,0,DisGeNET,35,2-3 toe syndactyly,,-3.6,6.9,5.5,30304,85,311,6,1.9,0.78,658|2260|6660|6913|9758|170302,BMPR1B|FGFR1|SOX5|TBX15|FRMPD4|ARX,-2.9,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,-3.6,0,0,0,0,0,0,0,0,0,0,0,0,-2.9,C0403396,M10000000000001,2,0,DisGeNET,35,Steroid-sensitive nephrotic syndrome,,-3.6,13,6.7,30304,36,259,4,1.5,0.77,958|3119|5336|6696,CD40|HLA-DQB1|PLCG2|SPP1,-2.9,0
0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,0,C0349515,M00000000001000,1,0,DisGeNET,35,Amelanotic Skin Melanoma,,-3.6,23,8.1,30304,13,298,3,1,0.58,1508|6663|9332,CTSB|SOX10|CD163,-2.9,0
1,0,0,0,0,0,0,0,0,0,0,0,0,1,-2.9,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,C0949691,M10000000000001,2,0,DisGeNET,35,Spondylarthropathies,,-3.6,9,6,30304,92,184,5,2.7,1.2,864|2214|3106|3123|3684,RUNX3|FCGR3A|HLA-B|HLA-DRB1|ITGAM,-2.9,0
0,0,0,0,0,1,1,0,0,0,1,0,0,1,0,0,0,0,0,-3.6,-2.1,0,0,0,-2,0,0,-2.1,C0276138,M00000110001001,4,0,DisGeNET,35,Viral myocarditis,,-3.6,6.9,5.5,30304,129,205,6,2.9,1.2,1508|2309|2896|3606|5788|50615,CTSB|FOXO3|GRN|IL18|PTPRC|IL21R,-2.9,0
0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,0,0,0,C0868908,M00000000100000,1,0,DisGeNET,35,Pancolitis,,-3.6,24,8.2,30304,29,130,3,2.3,1.3,3684|5243|7096,ITGAM|ABCB1|TLR1,-2.9,0
0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,-3.1,0,-3.6,-3.5,0,-2.5,-2.8,0,C1297882,M00000010110110,5,0,DisGeNET,35,Partial Trisomy,,-3.6,24,8.2,30304,29,130,3,2.3,1.3,1436|2078|2114,CSF1R|ERG|ETS2,-2.9,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,C0039106,M10000000000000,1,0,DisGeNET,35,Pigmented villonodular synovitis,,-3.6,23,8.1,30304,15,259,3,1.2,0.66,1436|6696|9332,CSF1R|SPP1|CD163,-2.9,0
0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,-2.1,0,0,0,0,0,0,0,0,0,0,0,C0338831,M01100000000000,2,0,DisGeNET,35,Manic,,-3.6,6.8,5.5,30304,166,160,6,3.8,1.5,2571|2572|3479|5293|22854|27185,GAD1|GAD2|IGF1|PIK3CD|NTNG1|DISC1,-2.9,0
1,0,0,0,0,0,0,0,0,0,0,0,1,0,-3.6,0,0,0,0,0,0,0,0,0,0,0,-2.1,0,C0000731,M10000000000010,2,0,DisGeNET,35,Abdomen distended,,-3.6,6.8,5.5,30304,103,259,6,2.3,0.93,712|2313|3119|3663|6696|7454,C1QA|FLI1|HLA-DQB1|IRF5|SPP1|WAS,-2.9,0
1,0,0,0,0,0,0,1,0,0,1,1,0,0,-3.3,0,0,0,0,0,0,-3.6,0,0,-2.2,-2.1,0,0,C0042487,M10000001001100,4,0,DisGeNET,35,Venous Thrombosis,,-3.6,8.9,5.9,30304,117,146,5,3.4,1.5,2022|3106|6688|7450|64805,ENG|HLA-B|SPI1|VWF|P2RY12,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,0,0,0,0,0,0,0,0,0,0,C3665346,M01000000000000,1,0,DisGeNET,35,Unspecified visual loss,,-3.6,5.6,5.2,30304,235,160,7,4.4,1.6,1545|2571|4810|6750|7010|10319|65217,CYP1B1|GAD1|NHS|SST|TEK|LAMC3|PCDH15,-2.9,0
0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,-2.7,0,C4552513,M00000000001010,2,0,DisGeNET,35,Temporomandibular joint osteoarthritis,,-3.6,13,6.6,30304,32,298,4,1.3,0.67,3091|4088|4862|50515,HIF1A|SMAD3|NPAS2|CHST11,-2.9,0
0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,-3.6,0,0,0,0,0,0,0,0,0,-2.4,-2.9,C4551993,M00100000000011,3,0,DisGeNET,35,"Amyotrophic Lateral Sclerosis, Familial",,-3.6,13,6.7,30304,130,72,4,5.6,2.7,3297|3727|5621|7494,HSF1|JUND|PRNP|XBP1,-2.9,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,-2.7,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,C0856742,M10000000000100,2,0,DisGeNET,35,Post MI,,-3.6,4.3,4.8,30304,203,311,9,2.9,0.95,567|2321|4306|6857|6863|7450|8837|9402|54504,B2M|FLT1|NR3C2|SYT1|TAC1|VWF|CFLAR|GRAP2|CPVL,-2.9,0
0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,-2,0,0,0,0,-3.6,0,0,0,-2.7,-3.1,0,0,C0026010,M01000010001100,4,0,DisGeNET,35,Microphthalmos,,-3.6,4.3,4.8,30304,336,188,9,4.8,1.6,395|2737|5925|6935|10413|22797|30812|55553|64093,ARHGAP6|GLI3|RB1|ZEB1|YAP1|TFEC|SOX8|SOX6|SMOC1,-2.9,0
0,0,0,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,0,0,-2,0,0,-3.6,-2.6,-3.1,-2.7,C0701807,M00000001001111,5,0,DisGeNET,35,Acute anterior uveitis,,-3.6,6.8,5.5,30304,90,298,6,2,0.81,864|2308|3123|6352|6646|57162,RUNX3|FOXO1|HLA-DRB1|CCL5|SOAT1|PELI1,-2.9,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,0,0,0,0,0,0,0,0,0,0,C4022003,M01000000000000,1,0,DisGeNET,35,Erectile abnormalities,,-3.6,24,8.1,30304,24,160,3,1.9,1.1,1630|6663|81848,DCC|SOX10|SPRY4,-2.9,0
0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-3.6,0,0,0,0,0,0,-2.4,0,0,C3888088,M00001000000100,2,0,DisGeNET,35,SMITH-MCCORT DYSPLASIA 1,,-3.6,24,8.2,30304,62,61,3,4.9,2.8,800|860|4851,CALD1|RUNX2|NOTCH1,-2.8,0
0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,-2.8,0,0,-2.2,-3.6,0,C0151718,M00000000100110,3,0,DisGeNET,35,Hypocholesterolemia,,-3.6,6.8,5.5,30304,113,237,6,2.5,1,960|1535|3949|6721|7852|9402,CD44|CYBA|LDLR|SREBF2|CXCR4|GRAP2,-2.8,0
0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,-3.6,0,0,0,0,0,0,-2.7,0,0,0,0,0,C0030486,M01000000100000,2,0,DisGeNET,35,Paraplegia,,-3.6,13,6.6,30304,59,160,4,2.5,1.2,1630|5354|6663|81848,DCC|PLP1|SOX10|SPRY4,-2.8,0
0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,-3.6,0,0,0,0,-3.1,0,-3.4,0,C0206735,M00000100001010,3,0,DisGeNET,35,"Melanoma, Amelanotic",,-3.6,23,8,30304,19,205,3,1.5,0.84,1508|3091|9332,CTSB|HIF1A|CD163,-2.8,0
0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,0,0,0,0,0,0,0,C3841475,M00001000000000,1,0,DisGeNET,35,beta^+^ Thalassemia,,-3.6,13,6.6,30304,155,61,4,6.6,3.2,567|4602|6319|28514,B2M|MYB|SCD|DLL1,-2.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,C0600518,M00000000000100,1,0,DisGeNET,35,Choroidal Neovascularization,,-3.6,13,6.6,30304,31,311,4,1.3,0.64,688|2034|2321|3075,KLF5|EPAS1|FLT1|CFH,-2.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,C0013182,M10000000000000,1,0,DisGeNET,35,Drug Allergy,,-3.6,13,6.6,30304,37,259,4,1.5,0.77,3176|3303|5742|6916,HNMT|HSPA1A|PTGS1|TBXAS1,-2.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,C0740903,M10000000000000,1,0,DisGeNET,35,allergic symptom,,-3.6,13,6.6,30304,37,259,4,1.5,0.77,3965|4851|6696|11006,LGALS9|NOTCH1|SPP1|LILRB4,-2.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,0,0,0,0,0,0,0,0,0,0,0,C1855520,M10000000000000,1,0,DisGeNET,35,"Hyperglycemia, Postprandial",,-3.6,13,6.6,30304,37,259,4,1.5,0.77,958|2876|3684|9332,CD40|GPX1|ITGAM|CD163,-2.8,0
0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,-2.4,-2.5,0,0,0,0,0,-2.2,-3.6,C0270850,M00000110000011,4,0,DisGeNET,35,Idiopathic generalized epilepsy,,-3.6,8.8,5.9,30304,94,184,5,2.7,1.2,2897|3358|3606|4988|7444,GRIK1|HTR2C|IL18|OPRM1|VRK2,-2.8,0
0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3.6,0,0,0,0,0,0,0,0,0,0,-2.8,0,C0270844,M01000000000010,2,0,DisGeNET,35,Tonic Seizures,,-3.6,8.8,5.9,30304,108,160,5,3.1,1.4,1268|2572|2897|6750|6925,CNR1|GAD2|GRIK1|SST|TCF4,-2.8,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.6,0,0,0,0,0,0,0,0,0,0,0,0,C3714796,M01000000000000,1,0,DisGeNET,35,Isolated somatotropin deficiency,,-3.6,6.8,5.5,30304,168,160,6,3.8,1.5,1184|3479|3784|5626|6750|7227,CLCN5|IGF1|KCNQ1|PROP1|SST|TRPS1,-2.8,0
0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,-3.5,-2.7,-2.8,-2.7,-2.8,-2.7,0,-3.5,C0265535,M00000011111101,7,0,DisGeNET,35,Trigonocephaly,,-3.5,13,6.6,30304,52,184,4,2.2,1.1,2313|5925|6938|10225,FLI1|RB1|TCF12|CD96,-2.8,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-2.1,-3.5,C0343804,M00000000000011,2,0,DisGeNET,35,Chronic Chagas' disease,,-3.5,13,6.6,30304,52,184,4,2.2,1.1,942|3106|3123|3606,CD86|HLA-B|HLA-DRB1|IL18,-2.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,C0476486,M00000000000100,1,0,DisGeNET,35,Generalized enlarged lymph nodes,,-3.5,22,7.9,30304,13,311,3,0.96,0.55,604|2260|3459,BCL6|FGFR1|IFNGR1,-2.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,C0730314,M00000000000100,1,0,DisGeNET,35,Chronic central serous chorioretinopathy,,-3.5,22,7.9,30304,13,311,3,0.96,0.55,3075|4306|56999,CFH|NR3C2|ADAMTS9,-2.8,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-2.1,0,0,0,-3.5,0,0,0,C0024636,M00000010001000,2,0,DisGeNET,35,Malocclusion,,-3.5,5.6,5.2,30304,128,298,7,2.3,0.88,919|1278|2261|2697|2737|4088|4988,CD247|COL1A2|FGFR3|GJA1|GLI3|SMAD3|OPRM1,-2.8,0
0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,-3.4,0,0,C0220636,M00000000001100,2,0,DisGeNET,35,Malignant neoplasm of salivary gland,,-3.5,6.7,5.4,30304,91,298,6,2,0.81,358|1462|2120|2261|7852|53335,AQP1|VCAN|ETV6|FGFR3|CXCR4|BCL11A,-2.8,0
0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,-3,0,0,0,C0026780,M00000010001000,2,0,DisGeNET,35,Mumps,,-3.5,23,8,30304,21,188,3,1.6,0.91,3303|3315|7097,HSPA1A|HSPB1|TLR2,-2.8,0
0,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,-2.3,0,0,-2.5,0,0,0,-2.3,0,-3.5,-3.3,C0152171,M00010010001011,5,0,DisGeNET,35,Idiopathic pulmonary hypertension,,-3.5,5.6,5.1,30304,161,237,7,3,1.1,953|2022|2321|3091|3123|5140|7048,ENTPD1|ENG|FLT1|HIF1A|HLA-DRB1|PDE3B|TGFBR2,-2.8,0
1,0,1,0,0,0,1,0,0,0,0,0,1,1,-3.5,0,-2.2,0,0,0,-3.2,0,0,0,0,0,-2,-2.6,C1847835,M10100010000011,5,0,DisGeNET,35,VITILIGO-ASSOCIATED MULTIPLE AUTOIMMUNE DISEASE SUSCEPTIBILITY 1 (finding),,-3.5,3.9,4.7,30304,301,259,10,3.9,1.2,920|958|2876|3119|3162|3303|4261|5293|5467|5698,CD4|CD40|GPX1|HLA-DQB1|HMOX1|HSPA1A|CIITA|PIK3CD|PPARD|PSMB9,-2.8,0
0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,C2364082,M01000000000000,1,0,DisGeNET,35,Sense of smell impaired,,-3.5,13,6.6,30304,60,160,4,2.5,1.2,1630|6663|6750|81848,DCC|SOX10|SST|SPRY4,-2.8,0
1,0,0,0,0,0,0,0,0,0,0,0,1,1,-3.5,0,0,0,0,0,0,0,0,0,0,0,-2.1,-3.4,C0236734,M10000000000011,3,0,DisGeNET,35,Caffeine related disorders,,-3.5,3.6,4.6,30304,359,259,11,4.2,1.3,199|834|953|2004|3162|3176|3762|5293|5467|7454|8829,AIF1|CASP1|ENTPD1|ELK3|HMOX1|HNMT|KCNJ5|PIK3CD|PPARD|WAS|NRP1,-2.8,0
1,1,0,0,0,0,1,0,1,0,0,0,0,0,-2.9,-2.8,0,0,0,0,-3.5,0,-3.2,0,0,0,0,0,C0349632,M11000010100000,4,0,DisGeNET,35,Splenic Marginal Zone B-Cell Lymphoma,,-3.5,8.7,5.9,30304,93,188,5,2.7,1.2,604|4853|5788|5925|6850,BCL6|NOTCH2|PTPRC|RB1|SYK,-2.8,0
0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,-3,-2.1,-2.1,-3.5,-2.7,C1292779,M00000000011111,5,0,DisGeNET,35,Myelodysplastic Syndrome with Isolated del(5q),,-3.5,12,6.5,30304,41,237,4,1.7,0.84,972|1436|2122|2313,CD74|CSF1R|MECOM|FLI1,-2.8,0
1,0,0,0,0,0,0,0,0,0,1,1,1,0,-2.3,0,0,0,0,0,0,0,0,0,-3.2,-3.1,-3.5,0,C1704356,M10000000001110,4,0,DisGeNET,35,Enchondroma,,-3.5,12,6.5,30304,41,237,4,1.7,0.84,3091|3726|4773|25939,HIF1A|JUNB|NFATC2|SAMHD1,-2.8,0
1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,0,0,0,0,0,0,0,0,0,0,0,C3160718,M10000000000000,1,0,DisGeNET,35,"PARKINSON DISEASE, LATE-ONSET",,-3.5,4.3,4.8,30304,247,259,9,3.5,1.1,348|714|2004|3162|3303|7046|9709|51177|57817,APOE|C1QC|ELK3|HMOX1|HSPA1A|TGFBR1|HERPUD1|PLEKHO1|HAMP,-2.8,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,C0752156,M00000000000010,1,0,DisGeNET,35,Dural Arteriovenous Fistula,,-3.5,23,7.9,30304,17,237,3,1.3,0.73,2022|4780|7048,ENG|NFE2L2|TGFBR2,-2.8,0
0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,C4528210,M00000000000010,1,0,DisGeNET,35,Breast implant-associated anaplastic large cell lymphoma,,-3.5,23,7.9,30304,17,237,3,1.3,0.73,3123|3726|6646,HLA-DRB1|JUNB|SOAT1,-2.8,0
0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,-3,0,0,0,0,0,0,0,0,-2.8,-3.5,0,0,C0042133,M01000000001100,3,0,DisGeNET,35,Uterine Fibroids,,-3.5,2.7,4.3,30304,569,311,16,5.1,1.3,238|604|960|1523|2152|2260|2308|5159|5293|6863|7026|7462|10611|23189|26191|401237,ALK|BCL6|CD44|CUX1|F3|FGFR1|FOXO1|PDGFRB|PIK3CD|TAC1|NR2F2|LAT2|PDLIM5|KANK1|PTPN22|CASC15,-2.8,0
0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,C0003492,M00000000000100,1,0,DisGeNET,35,Aortic coarctation,,-3.5,6.6,5.4,30304,88,311,6,1.9,0.78,182|2260|2313|5745|7026|55784,JAG1|FGFR1|FLI1|PTH1R|NR2F2|MCTP2,-2.8,0
1,0,0,0,0,0,0,0,0,0,0,1,0,0,-3,0,0,0,0,0,0,0,0,0,0,-3.5,0,0,C0025295,M10000000000100,2,0,DisGeNET,35,"Meningitis, Pneumococcal",,-3.5,6.6,5.4,30304,88,311,6,1.9,0.78,728|1508|5175|5293|6857|9402,C5AR1|CTSB|PECAM1|PIK3CD|SYT1|GRAP2,-2.8,0
0,0,0,0,0,1,1,0,0,1,0,1,1,0,0,0,0,0,0,-2.3,-3.3,0,0,-2.2,0,-2.8,-3.5,0,C1266044,M00000110010110,5,0,DisGeNET,35,Collecting Duct Carcinoma of the Kidney,,-3.5,5.5,5.1,30304,162,237,7,3,1.1,1508|2321|6261|6513|7052|9745|79026,CTSB|FLT1|RYR1|SLC2A1|TGM2|ZNF536|AHNAK,-2.8,0
0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,-2.3,0,0,0,-3.5,0,0,0,0,0,0,0,-2,C0013473,M01000100000001,3,0,DisGeNET,35,Eating Disorders,,-3.5,6.7,5.4,30304,133,205,6,2.9,1.2,2004|3059|4306|7133|7439|56261,ELK3|HCLS1|NR3C2|TNFRSF1B|BEST1|GPCPD1,-2.8,0
