_MEMBER_AD.Micro,_MEMBER_AD.OPC,_MEMBER_AD.Oligo,_MEMBER_Control.Micro,_MEMBER_Control.Oligo,_LogP_AD.Micro,_LogP_AD.OPC,_LogP_AD.Oligo,_LogP_Control.Micro,_LogP_Control.Oligo,GO,_PATTERN_,_RANK_,GiniIndex,Category,CategoryID,Description,PARENT_GO,LogP,Enrichment,Z-score,#TotalGeneInLibrary,#GeneInGO,#GeneInHitList,#GeneInGOAndHitList,%InGO,STDV %InGO,GeneID,Hits,Log(q-value),EvidenceCutoff
0,1,1,0,0,0,-3.3,-3.2,0,0,C0029231,M01100,2,0,DisGeNET,35,"Organic Mental Disorders, Substance-Induced",,-3.3,20,7.3,30304,115,40,3,7.5,4.2,2917|11278|23034,GRM7|KLF12|SAMD4A,-1.9,0
0,1,1,0,0,0,-3.3,-3.2,0,0,C4316881,M01100,2,0,DisGeNET,35,Prescription Drug Abuse,,-3.3,20,7.3,30304,115,40,3,7.5,4.2,2917|11278|23034,GRM7|KLF12|SAMD4A,-1.9,0
1,0,0,0,0,-3.3,0,0,0,0,C0010417,M10000,1,0,DisGeNET,35,Cryptorchidism,,-3.3,7.5,5.4,30304,725,28,5,18,7.2,558|960|10225|23224|55784,AXL|CD44|CD96|SYNE2|MCTP2,-1.9,0
0,0,1,1,0,0,0,-2.9,-3.3,0,C0019187,M00110,2,0,DisGeNET,35,"Hepatitis, Alcoholic",,-3.3,11,6,30304,133,83,4,4.8,2.4,3689|5293|5468|6850,ITGB2|PIK3CD|PPARG|SYK,-1.8,0
0,0,1,0,0,0,0,-3.3,0,0,C0750979,M00100,1,0,DisGeNET,35,Primary malignant neoplasm of brain,,-3.3,11,6,30304,41,274,4,1.5,0.72,3689|4780|6696|7048,ITGB2|NFE2L2|SPP1|TGFBR2,-1.8,0
0,0,1,0,0,0,0,-3.3,0,0,C0751633,M00100,1,0,DisGeNET,35,Carotid Artery Plaque,,-3.3,11,6,30304,41,274,4,1.5,0.72,1524|6696|64805|93986,CX3CR1|SPP1|P2RY12|FOXP2,-1.8,0
0,0,1,1,0,0,0,-2.1,-3.3,0,C0020097,M00110,2,0,DisGeNET,35,HTLV-I Infections,,-3.3,11,6,30304,134,83,4,4.8,2.4,5293|5341|11214|22861,PIK3CD|PLEK|AKAP13|NLRP1,-1.8,0
0,1,1,1,0,0,-2.4,-2.2,-3.3,0,C2004493,M01110,3,0,DisGeNET,35,"Leukemia, B-Cell",,-3.3,7.6,5.4,30304,239,83,5,6,2.6,695|3059|5293|7133|10320,BTK|HCLS1|PIK3CD|TNFRSF1B|IKZF1,-1.8,0
0,0,1,1,0,0,0,-2.8,-3.3,0,C0342257,M00110,2,0,DisGeNET,35,Complications of Diabetes Mellitus,,-3.3,7.6,5.4,30304,240,83,5,6,2.6,3689|3784|4478|5293|5468,ITGB2|KCNQ1|MSN|PIK3CD|PPARG,-1.8,0
0,0,1,1,0,0,0,-3.3,-2.1,0,C0341858,M00110,2,0,DisGeNET,35,Endometriosis of uterus,,-3.3,5,4.8,30304,154,274,7,2.6,0.95,240|1902|3059|4780|6696|6774|7133,ALOX5|LPAR1|HCLS1|NFE2L2|SPP1|STAT3|TNFRSF1B,-1.8,0
0,0,1,0,0,0,0,-3.3,0,0,C1168327,M00100,1,0,DisGeNET,35,High-Grade Prostatic Intraepithelial Neoplasia,,-3.3,6,5,30304,111,274,6,2.2,0.88,1902|6518|6696|6774|7100|7133,LPAR1|SLC2A5|SPP1|STAT3|TLR5|TNFRSF1B,-1.8,0
0,0,1,1,0,0,0,-3.3,-2.4,0,C1402315,M00110,2,0,DisGeNET,35,Vascular lesions,,-3.3,6,5,30304,111,274,6,2.2,0.88,860|953|3689|5052|6696|7048,RUNX2|ENTPD1|ITGB2|PRDX1|SPP1|TGFBR2,-1.8,0
0,0,1,0,0,0,0,-3.3,0,0,C0268393,M00100,1,0,DisGeNET,35,Familial Cerebral Amyloid Angiopathy,,-3.3,18,7.1,30304,18,274,3,1.1,0.63,3687|5788|6696,ITGAX|PTPRC|SPP1,-1.8,0
0,0,1,0,0,0,0,-3.3,0,0,C0153452,M00100,1,0,DisGeNET,35,Malignant neoplasm of gallbladder,,-3.3,3.1,4.2,30304,425,274,12,4.4,1.2,558|2651|4780|5052|6774|6938|7048|7097|7903|8935|83478|93986,AXL|GCNT2|NFE2L2|PRDX1|STAT3|TCF12|TGFBR2|TLR2|ST8SIA4|SKAP2|ARHGAP24|FOXP2,-1.8,0
0,0,0,1,0,0,0,0,-3.3,0,C0220605,M00010,1,0,DisGeNET,35,Adult Non-Hodgkin Lymphoma,,-3.3,5.9,5,30304,370,83,6,7.2,2.8,695|896|3587|5293|7133|25816,BTK|CCND3|IL10RA|PIK3CD|TNFRSF1B|TNFAIP8,-1.8,0
0,0,1,0,0,0,0,-3.3,0,0,C3841475,M00100,1,0,DisGeNET,35,beta^+^ Thalassemia,,-3.3,5,4.8,30304,155,274,7,2.6,0.95,571|953|3115|5052|6319|57713|57817,BACH1|ENTPD1|HLA-DPB1|PRDX1|SCD|SFMBT2|HAMP,-1.8,0
0,0,0,1,0,0,0,0,-3.3,0,C2931367,M00010,1,0,DisGeNET,35,"Thyroid cancer, follicular",,-3.3,19,7.1,30304,58,83,3,3.6,2,5293|5468|7038,PIK3CD|PPARG|TG,-1.8,0
0,0,1,0,0,0,0,-3.3,0,0,C0017154,M00100,1,0,DisGeNET,35,"Gastritis, Atrophic",,-3.3,4.4,4.6,30304,203,274,8,2.9,1,3459|3566|5583|6696|6774|6886|7096|7097,IFNGR1|IL4R|PRKCH|SPP1|STAT3|TAL1|TLR1|TLR2,-1.8,0
0,1,1,0,0,0,-3.3,-3.1,0,0,C0013222,M01100,2,0,DisGeNET,35,Drug Use Disorders,,-3.3,19,7.1,30304,121,40,3,7.5,4.2,2917|11278|23034,GRM7|KLF12|SAMD4A,-1.8,0
0,1,0,0,0,0,-3.3,0,0,0,C0018418,M01000,1,0,DisGeNET,35,Gynecomastia,,-3.3,19,7.1,30304,121,40,3,7.5,4.2,4214|23414|81848,MAP3K1|ZFPM2|SPRY4,-1.8,0
0,0,0,1,0,0,0,0,-3.3,0,C0220612,M00010,1,0,DisGeNET,35,Childhood Non-Hodgkin Lymphoma,,-3.3,5.9,5,30304,371,83,6,7.2,2.8,695|896|3587|5293|7133|25816,BTK|CCND3|IL10RA|PIK3CD|TNFRSF1B|TNFAIP8,-1.8,0
0,0,1,0,0,0,0,-3.3,0,0,C0035369,M00100,1,0,DisGeNET,35,Retroviridae Infections,,-3.3,5.9,5,30304,112,274,6,2.2,0.88,1436|3428|3606|3983|4261|25939,CSF1R|IFI16|IL18|ABLIM1|CIITA|SAMHD1,-1.8,0
1,0,0,0,0,-3.3,0,0,0,0,C0265783,M10000,1,0,DisGeNET,35,Congenital hypoplasia of lung,,-3.3,19,7.1,30304,175,28,3,11,5.8,960|54796|55784,CD44|BNC2|MCTP2,-1.8,0
0,0,1,0,0,0,0,-3.3,0,0,C0276653,M00100,1,0,DisGeNET,35,Invasive Pulmonary Aspergillosis,,-3.3,11,5.9,30304,42,274,4,1.5,0.72,3684|7097|7133|83666,ITGAM|TLR2|TNFRSF1B|PARP9,-1.8,0
0,0,1,0,0,0,0,-3.3,0,0,C0346421,M00100,1,0,DisGeNET,35,Chronic eosinophilic leukemia,,-3.3,11,5.9,30304,42,274,4,1.5,0.72,1524|2120|6774|64805,CX3CR1|ETV6|STAT3|P2RY12,-1.8,0
0,0,1,0,0,0,0,-3.3,0,0,C0521174,M00100,1,0,DisGeNET,35,Microcalcification,,-3.3,11,5.9,30304,42,274,4,1.5,0.72,3606|3689|6696|9450,IL18|ITGB2|SPP1|LY86,-1.8,0
0,0,1,1,0,0,0,-3.2,-3,0,C0013238,M00110,2,0,DisGeNET,35,Dry Eye Syndromes,,-3.2,5,4.7,30304,156,274,7,2.6,0.95,1436|3122|3606|3684|3689|6774|57817,CSF1R|HLA-DRA|IL18|ITGAM|ITGB2|STAT3|HAMP,-1.8,0
0,0,1,0,0,0,0,-3.2,0,0,C0409959,M00100,1,0,DisGeNET,35,"Osteoarthritis, Knee",,-3.2,3.3,4.3,30304,368,274,11,4,1.2,860|1902|3115|3606|5140|6546|6696|7046|7097|7133|64092,RUNX2|LPAR1|HLA-DPB1|IL18|PDE3B|SLC8A1|SPP1|TGFBR1|TLR2|TNFRSF1B|SAMSN1,-1.8,0
0,0,1,0,0,0,0,-3.2,0,0,C0008626,M00100,1,0,DisGeNET,35,Congenital chromosomal disease,,-3.2,2.5,3.9,30304,757,274,17,6.2,1.5,860|1326|2120|2353|3572|3684|4211|5925|5966|6239|6319|6886|8202|55636|64759|83478|84441,RUNX2|MAP3K8|ETV6|FOS|IL6ST|ITGAM|MEIS1|RB1|REL|RREB1|SCD|TAL1|NCOA3|CHD7|TNS3|ARHGAP24|MAML2,-1.8,0
0,0,1,1,0,0,0,-3.2,-3,0,C1527390,M00110,2,0,DisGeNET,35,"Neoplasms, Intracranial",,-3.2,4.9,4.7,30304,157,274,7,2.6,0.95,1508|1730|3689|6480|6696|7048|7097,CTSB|DIAPH2|ITGB2|ST6GAL1|SPP1|TGFBR2|TLR2,-1.8,0
0,0,1,0,0,0,0,-3.2,0,0,C0042834,M00100,1,0,DisGeNET,35,Vital capacity,,-3.2,3.1,4.2,30304,430,274,12,4.4,1.2,463|860|2289|6239|6546|7402|8935|9586|10301|55636|83666|137196,ZFHX3|RUNX2|FKBP5|RREB1|SLC8A1|UTRN|SKAP2|CREB5|DLEU1|CHD7|PARP9|CCDC26,-1.8,0
0,0,1,0,1,0,0,-3.2,0,-2.6,C1270972,M00101,2,0,DisGeNET,35,Mild cognitive disorder,,-3.2,3.1,4.2,30304,430,274,12,4.4,1.2,240|718|1436|1508|3606|4773|4780|6319|6480|6653|64231|120892,ALOX5|C3|CSF1R|CTSB|IL18|NFATC2|NFE2L2|SCD|ST6GAL1|SORL1|MS4A6A|LRRK2,-1.8,0
1,0,0,0,0,-3.2,0,0,0,0,C0154830,M10000,1,0,DisGeNET,35,Proliferative diabetic retinopathy,,-3.2,18,7,30304,180,28,3,11,5.8,960|2113|10225,CD44|ETS1|CD96,-1.8,0
0,0,1,1,0,0,0,-3.2,-2.6,0,C0003868,M00110,2,0,DisGeNET,35,"Arthritis, Gouty",,-3.2,4.3,4.5,30304,206,274,8,2.9,1,240|3606|3784|4780|5137|6239|6696|10019,ALOX5|IL18|KCNQ1|NFE2L2|PDE1C|RREB1|SPP1|SH2B3,-1.8,0
0,0,1,0,0,0,0,-3.2,0,0,C0206669,M00100,1,0,DisGeNET,35,Hepatocellular Adenoma,,-3.2,5.8,4.9,30304,114,274,6,2.2,0.88,2|1326|3572|4780|6774|56034,A2M|MAP3K8|IL6ST|NFE2L2|STAT3|PDGFC,-1.8,0
0,0,1,1,0,0,0,-3.2,-3,0,C0949690,M00110,2,0,DisGeNET,35,Spondylarthritis,,-3.2,4.9,4.7,30304,158,274,7,2.6,0.95,860|972|3587|6774|7038|7097|7133,RUNX2|CD74|IL10RA|STAT3|TG|TLR2|TNFRSF1B,-1.8,0
0,0,1,0,0,0,0,-3.2,0,0,C0086692,M00100,1,0,DisGeNET,35,Benign Neoplasm,,-3.2,3.3,4.2,30304,371,274,11,4,1.2,1436|1508|1902|2353|3606|4780|5788|6696|6774|7038|79651,CSF1R|CTSB|LPAR1|FOS|IL18|NFE2L2|PTPRC|SPP1|STAT3|TG|RHBDF2,-1.8,0
0,0,1,0,0,0,0,-3.2,0,0,C1848296,M00100,1,0,DisGeNET,35,DOSAGE-SENSITIVE SEX REVERSAL,,-3.2,4.9,4.7,30304,159,274,7,2.6,0.95,718|860|953|3606|4780|6774|7097,C3|RUNX2|ENTPD1|IL18|NFE2L2|STAT3|TLR2,-1.8,0
0,1,1,0,0,0,-2.6,-3.2,0,0,C0523465,M01100,2,0,DisGeNET,35,Serum albumin measurement,,-3.2,3.1,4.1,30304,433,274,12,4.4,1.2,3055|3709|4643|5337|6239|6480|8537|50515|55790|285195|342035|100505702,HCK|ITPR2|MYO1E|PLD1|RREB1|ST6GAL1|BCAS1|CHST11|CSGALNACT1|SLC9A9|GLDN|LINC01094,-1.8,0
0,0,1,0,0,0,0,-3.2,0,0,C1510489,M00100,1,0,DisGeNET,35,"Cerebral Amyloid Angiopathy, Hereditary",,-3.2,17,6.9,30304,19,274,3,1.1,0.63,3687|5788|6696,ITGAX|PTPRC|SPP1,-1.8,0
0,0,1,0,0,0,0,-3.2,0,0,C0033975,M00100,1,0,DisGeNET,35,Psychotic Disorders,,-3.2,2.8,4,30304,560,274,14,5.1,1.3,2289|3606|4205|5321|5596|5788|6696|6886|7444|8935|27185|54504|80896|120892,FKBP5|IL18|MEF2A|PLA2G4A|MAPK4|PTPRC|SPP1|TAL1|VRK2|SKAP2|DISC1|CPVL|NPL|LRRK2,-1.8,0
0,0,1,0,0,0,0,-3.2,0,0,C0030809,M00100,1,0,DisGeNET,35,Pemphigus Vulgaris,,-3.2,5.8,4.9,30304,115,274,6,2.2,0.88,718|942|3122|6696|6774|9839,C3|CD86|HLA-DRA|SPP1|STAT3|ZEB2,-1.8,0
0,1,1,0,0,0,-3.2,-3,0,0,C0236969,M01100,2,0,DisGeNET,35,Substance-Related Disorders,,-3.2,18,6.9,30304,128,40,3,7.5,4.2,2917|11278|23034,GRM7|KLF12|SAMD4A,-1.8,0
1,0,1,0,0,-3.2,0,-2.8,0,0,C0026277,M10100,2,0,DisGeNET,35,Mixed Salivary Gland Tumor,,-3.2,18,6.9,30304,185,28,3,11,5.8,864|960|4603,RUNX3|CD44|MYBL1,-1.8,0
0,1,0,0,0,0,-3.2,0,0,0,C0232939,M01000,1,0,DisGeNET,35,Primary physiologic amenorrhea,,-3.2,18,6.9,30304,129,40,3,7.5,4.2,4214|23414|81848,MAP3K1|ZFPM2|SPRY4,-1.7,0
0,1,0,0,0,0,-3.2,0,0,0,C0241355,M01000,1,0,DisGeNET,35,Small testicle,,-3.2,18,6.9,30304,129,40,3,7.5,4.2,4214|23414|81848,MAP3K1|ZFPM2|SPRY4,-1.7,0
0,0,1,0,0,0,0,-3.2,0,0,C0235782,M00100,1,0,DisGeNET,35,Gallbladder Carcinoma,,-3.2,2.9,4.1,30304,498,274,13,4.7,1.3,558|1508|2353|2651|4780|6774|6938|7048|7097|7903|8935|9019|83478,AXL|CTSB|FOS|GCNT2|NFE2L2|STAT3|TCF12|TGFBR2|TLR2|ST8SIA4|SKAP2|MPZL1|ARHGAP24,-1.7,0
0,0,0,1,0,0,0,0,-3.2,0,C0401151,M00010,1,0,DisGeNET,35,Chronic diarrhea,,-3.2,18,6.9,30304,62,83,3,3.6,2,695|3718|5293,BTK|JAK3|PIK3CD,-1.7,0
0,0,0,1,0,0,0,0,-3.2,0,C0694550,M00010,1,0,DisGeNET,35,Recurrent pneumonia,,-3.2,18,6.9,30304,62,83,3,3.6,2,695|3718|29760,BTK|JAK3|BLNK,-1.7,0
0,0,1,1,0,0,0,-2.6,-3.2,0,C4321477,M00110,2,0,DisGeNET,35,Sickle Cell-SS Disease,,-3.2,18,6.9,30304,62,83,3,3.6,2,953|4973|5468,ENTPD1|OLR1|PPARG,-1.7,0
0,0,1,1,0,0,0,-3.2,-2.3,0,C0155626,M00110,2,0,DisGeNET,35,Acute myocardial infarction,,-3.2,2.5,3.9,30304,766,274,17,6.2,1.5,718|1524|2180|3606|3684|3687|3689|3784|4780|6546|6774|7046|7096|7097|57817|64805|120892,C3|CX3CR1|ACSL1|IL18|ITGAM|ITGAX|ITGB2|KCNQ1|NFE2L2|SLC8A1|STAT3|TGFBR1|TLR1|TLR2|HAMP|P2RY12|LRRK2,-1.7,0
0,0,1,0,0,0,0,-3.2,0,0,C0007684,M00100,1,0,DisGeNET,35,Central Nervous System Infection,,-3.2,10,5.7,30304,44,274,4,1.5,0.72,240|3684|3687|6696,ALOX5|ITGAM|ITGAX|SPP1,-1.7,0
0,0,1,0,0,0,0,-3.2,0,0,C0020877,M00100,1,0,DisGeNET,35,Ileitis,,-3.2,10,5.7,30304,44,274,4,1.5,0.72,3635|3684|7097|7100,INPP5D|ITGAM|TLR2|TLR5,-1.7,0
0,0,1,1,0,0,0,-3.2,-2.4,0,C0151332,M00110,2,0,DisGeNET,35,Active tuberculosis,,-3.2,5.7,4.9,30304,116,274,6,2.2,0.88,3587|3606|3687|6556|7097|55647,IL10RA|IL18|ITGAX|SLC11A1|TLR2|RAB20,-1.7,0
0,0,1,0,0,0,0,-3.2,0,0,C2931456,M00100,1,0,DisGeNET,35,"Prostate cancer, familial",,-3.2,5.7,4.9,30304,116,274,6,2.2,0.88,395|1794|4481|5452|8537|9289,ARHGAP6|DOCK2|MSR1|POU2F2|BCAS1|ADGRG1,-1.7,0
1,0,1,0,0,-2.8,0,-3.2,0,0,C0037284,M10100,2,0,DisGeNET,35,Skin lesion,,-3.2,2.8,4,30304,563,274,14,5.1,1.3,240|972|3428|3606|3684|3687|4780|5788|5966|6696|6774|7048|7097|8942,ALOX5|CD74|IFI16|IL18|ITGAM|ITGAX|NFE2L2|PTPRC|REL|SPP1|STAT3|TGFBR2|TLR2|KYNU,-1.7,0
0,0,1,0,0,0,0,-3.2,0,0,C0349204,M00100,1,0,DisGeNET,35,Nonorganic psychosis,,-3.2,3.2,4.2,30304,376,274,11,4,1.2,2289|2353|3606|4205|5596|5788|6886|8935|27185|80896|120892,FKBP5|FOS|IL18|MEF2A|MAPK4|PTPRC|TAL1|SKAP2|DISC1|NPL|LRRK2,-1.7,0
0,0,1,0,0,0,0,-3.2,0,0,C0035412,M00100,1,0,DisGeNET,35,Rhabdomyosarcoma,,-3.2,2.7,4,30304,565,274,14,5.1,1.3,3516|3572|3684|4261|4780|5788|5925|6696|6774|7046|7402|7903|56034|83478,RBPJ|IL6ST|ITGAM|CIITA|NFE2L2|PTPRC|RB1|SPP1|STAT3|TGFBR1|UTRN|ST8SIA4|PDGFC|ARHGAP24,-1.7,0
0,0,1,0,0,0,0,-3.2,0,0,C0205682,M00100,1,0,DisGeNET,35,Waist-Hip Ratio,,-3.2,2.7,4,30304,565,274,14,5.1,1.3,2885|3516|4205|4211|4261|5337|5629|6239|7444|10301|55534|56034|79974|220107,GRB2|RBPJ|MEF2A|MEIS1|CIITA|PLD1|PROX1|RREB1|VRK2|DLEU1|MAML3|PDGFC|CPED1|DLEU7,-1.7,0
1,0,1,1,0,-3.1,0,-2.7,-2.7,0,C0079774,M10110,3,0,DisGeNET,35,Peripheral T-Cell Lymphoma,,-3.1,17,6.8,30304,190,28,3,11,5.8,960|3702|8631,CD44|ITK|SKAP1,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0339143,M00100,1,0,DisGeNET,35,Thyroid associated opthalmopathies,,-3.1,4.2,4.4,30304,211,274,8,2.9,1,942|2353|3606|4780|6319|7038|10135|25992,CD86|FOS|IL18|NFE2L2|SCD|TG|NAMPT|SNED1,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C1861172,M00100,1,0,DisGeNET,35,Venous Thromboembolism,,-3.1,3.2,4.1,30304,378,274,11,4,1.2,2|953|3566|4780|5336|5583|8942|9450|57817|64805|84898,A2M|ENTPD1|IL4R|NFE2L2|PLCG2|PRKCH|KYNU|LY86|HAMP|P2RY12|PLXDC2,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0566602,M00100,1,0,DisGeNET,35,Primary sclerosing cholangitis,,-3.1,3.8,4.3,30304,264,274,9,3.3,1.1,718|953|1524|3059|3115|4780|6696|10019|57817,C3|ENTPD1|CX3CR1|HCLS1|HLA-DPB1|NFE2L2|SPP1|SH2B3|HAMP,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C1522378,M00100,1,0,DisGeNET,35,"Leukemia, Large Granular Lymphocytic",,-3.1,7.1,5.1,30304,78,274,5,1.8,0.81,2353|3059|3606|6774|7133,FOS|HCLS1|IL18|STAT3|TNFRSF1B,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0263628,M00100,1,0,DisGeNET,35,Tumoral calcinosis,,-3.1,9.8,5.7,30304,45,274,4,1.5,0.72,3606|3689|6696|9450,IL18|ITGB2|SPP1|LY86,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0279650,M00100,1,0,DisGeNET,35,Childhood Acute Megakaryoblastic Leukemia,,-3.1,9.8,5.7,30304,45,274,4,1.5,0.72,1436|2120|3516|5927,CSF1R|ETV6|RBPJ|KDM5A,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0006271,M00100,1,0,DisGeNET,35,Bronchiolitis,,-3.1,5.6,4.8,30304,118,274,6,2.2,0.88,1524|3566|3606|5336|7096|7097,CX3CR1|IL4R|IL18|PLCG2|TLR1|TLR2,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0015674,M00100,1,0,DisGeNET,35,Chronic Fatigue Syndrome,,-3.1,5.6,4.8,30304,118,274,6,2.2,0.88,1326|1508|2120|3606|4780|27185,MAP3K8|CTSB|ETV6|IL18|NFE2L2|DISC1,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0026987,M00100,1,0,DisGeNET,35,Myelofibrosis,,-3.1,4.7,4.6,30304,163,274,7,2.6,0.95,2120|4780|6696|6774|6886|7046|7133,ETV6|NFE2L2|SPP1|STAT3|TAL1|TGFBR1|TNFRSF1B,-1.7,0
1,0,1,0,0,-3.1,0,-2.1,0,0,C0027626,M10100,2,0,DisGeNET,35,Neoplasm Invasiveness,,-3.1,17,6.7,30304,193,28,3,11,5.8,558|2113|6352,AXL|ETS1|CCL5,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C1844384,M00100,1,0,DisGeNET,35,Recurrent fungal infections,,-3.1,17,6.7,30304,20,274,3,1.1,0.63,4261|6774|81704,CIITA|STAT3|DOCK8,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C2697932,M00100,1,0,DisGeNET,35,Loeys-Dietz Syndrome,,-3.1,17,6.7,30304,20,274,3,1.1,0.63,6546|7046|7048,SLC8A1|TGFBR1|TGFBR2,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0025362,M00100,1,0,DisGeNET,35,Mental Retardation,,-3.1,2.9,4,30304,504,274,13,4.7,1.3,1326|3689|6886|6938|7046|7048|9839|23380|55636|55824|57522|81704|93986,MAP3K8|ITGB2|TAL1|TCF12|TGFBR1|TGFBR2|ZEB2|SRGAP2|CHD7|PAG1|SRGAP1|DOCK8|FOXP2,-1.7,0
1,0,1,0,0,-3.1,0,-3,0,0,C1302401,M10100,2,0,DisGeNET,35,Adenoma of large intestine,,-3.1,9.6,5.6,30304,452,28,4,14,6.6,864|960|2113|4091,RUNX3|CD44|ETS1|SMAD6,-1.7,0
1,0,0,0,0,-3.1,0,0,0,0,C0278701,M10000,1,0,DisGeNET,35,Gastric Adenocarcinoma,,-3.1,9.6,5.6,30304,453,28,4,14,6.6,558|960|2113|3702,AXL|CD44|ETS1|ITK,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0043124,M00100,1,0,DisGeNET,35,West Nile Fever,,-3.1,7,5.1,30304,79,274,5,1.8,0.81,1436|3606|6696|10135|57162,CSF1R|IL18|SPP1|NAMPT|PELI1,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0428791,M00100,1,0,DisGeNET,35,Aortic valve calcification,,-3.1,7,5.1,30304,79,274,5,1.8,0.81,860|953|3516|6696|6774,RUNX2|ENTPD1|RBPJ|SPP1|STAT3,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0029410,M00100,1,0,DisGeNET,35,Osteoarthritis of hip,,-3.1,4.7,4.6,30304,164,274,7,2.6,0.95,467|860|3115|3566|6696|8202|50515,ATF3|RUNX2|HLA-DPB1|IL4R|SPP1|NCOA3|CHST11,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0205945,M00100,1,0,DisGeNET,35,"Sarcoma, Spindle Cell",,-3.1,9.6,5.6,30304,46,274,4,1.5,0.72,2120|4773|6239|55534,ETV6|NFATC2|RREB1|MAML3,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C1837731,M00100,1,0,DisGeNET,35,Overfolded helix,,-3.1,9.6,5.6,30304,46,274,4,1.5,0.72,4784|6239|55636|93986,NFIX|RREB1|CHD7|FOXP2,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0917798,M00100,1,0,DisGeNET,35,Cerebral Ischemia,,-3.1,5.5,4.7,30304,120,274,6,2.2,0.88,3115|3606|5925|6774|7133|10019,HLA-DPB1|IL18|RB1|STAT3|TNFRSF1B|SH2B3,-1.7,0
0,0,1,1,0,0,0,-3.1,-2.1,0,C0085580,M00110,2,0,DisGeNET,35,Essential Hypertension,,-3.1,3,4,30304,445,274,12,4.4,1.2,1902|3115|5452|5583|6546|6696|6774|7048|7097|7133|8942|10135,LPAR1|HLA-DPB1|POU2F2|PRKCH|SLC8A1|SPP1|STAT3|TGFBR2|TLR2|TNFRSF1B|KYNU|NAMPT,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C2937365,M00100,1,0,DisGeNET,35,Recurrent aphthous ulcer,,-3.1,6.9,5.1,30304,80,274,5,1.8,0.81,942|3566|7038|7097|7100,CD86|IL4R|TG|TLR2|TLR5,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0004135,M00100,1,0,DisGeNET,35,Ataxia Telangiectasia,,-3.1,3.2,4.1,30304,384,274,11,4,1.2,240|1436|2120|2353|3115|4780|5321|6774|6916|7038|64744,ALOX5|CSF1R|ETV6|FOS|HLA-DPB1|NFE2L2|PLA2G4A|STAT3|TBXAS1|TG|SMAP2,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0279550,M00100,1,0,DisGeNET,35,Adult Rhabdomyosarcoma,,-3.1,2.8,4,30304,509,274,13,4.7,1.3,3516|3572|3684|4261|4780|5788|5925|6696|6774|7046|7402|7903|56034,RBPJ|IL6ST|ITGAM|CIITA|NFE2L2|PTPRC|RB1|SPP1|STAT3|TGFBR1|UTRN|ST8SIA4|PDGFC,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0428474,M00100,1,0,DisGeNET,35,Serum LDL cholesterol measurement,,-3.1,3.7,4.2,30304,269,274,9,3.3,1.1,920|3122|5090|7046|7048|10019|10135|10257|25902,CD4|HLA-DRA|PBX3|TGFBR1|TGFBR2|SH2B3|NAMPT|ABCC4|MTHFD1L,-1.7,0
0,0,1,1,0,0,0,-3.1,-2.9,0,C0085409,M00110,2,0,DisGeNET,35,"Polyendocrinopathies, Autoimmune",,-3.1,4.7,4.5,30304,166,274,7,2.6,0.95,953|3115|3684|3689|7097|8935|10964,ENTPD1|HLA-DPB1|ITGAM|ITGB2|TLR2|SKAP2|IFI44L,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C2747816,M00100,1,0,DisGeNET,35,Complicated malaria,,-3.1,4.7,4.5,30304,166,274,7,2.6,0.95,3459|3587|4780|7096|7097|10859|57817,IFNGR1|IL10RA|NFE2L2|TLR1|TLR2|LILRB1|HAMP,-1.7,0
0,0,1,0,0,0,0,-3.1,0,0,C0017168,M00100,1,0,DisGeNET,35,Gastroesophageal reflux disease,,-3.1,3,4,30304,446,274,12,4.4,1.2,2353|3606|4481|4780|6239|6886|9497|55534|55636|57162|79651|93986,FOS|IL18|MSR1|NFE2L2|RREB1|TAL1|SLC4A7|MAML3|CHD7|PELI1|RHBDF2|FOXP2,-1.7,0
