att_D_AD_1.M35115.Oligo,att_D_AD_2.M35115.Micro,att_D_AD_2.M35594.Micro,att_D_AD_2.M35115.Oligo,att_D_AD_2.M35594.Oligo,att_D_SCZ_2.M35115.Oligo,att_D_no_prior_0.M35594.OPC,att_D_no_prior_2.M35594.OPC,att_D_AD_1,att_D_AD_2,att_D_SCZ_1,att_D_SCZ_2,att_D_no_prior_0,att_D_no_prior_1,att_D_no_prior_2,att_D_no_prior_3,_BACKGROUND
,,,,,,,,,,,,,,,,RASAL3
,,,,,,,,,,,,,,,,RASD1
,,,,,,,,,,,,,,,,RASGEF1B
,,,,,,,,,,,,,,,,RASGEF1C
,,,,,,,,,,,,,,,,RASGRP3
,,,,,,,,,,,,,,,,RASIP1
,,,,,,,,,,,,,,,,RASL12
,,,,,,,,,,,,,,,,RASSF1
,,,,,,,,,,,,,,,,RASSF2
,,,,,,,,,,,,,,,,RASSF3
,,,,,,,,,,,,,,,,RASSF8
,,,,,,,,,,,,,,,,RAX2
,,,,,,,,,,,,,,,,RB1
,,,,,,,,,,,,,,,,RBBP5
,,,,,,,,,,,,,,,,RBBP9
,,,,,,,,,,,,,,,,RBFOX2
,,,,,,,,,,,,,,,,RBFOX3
,,,,,,,,,,,,,,,,RBM17
,,,,,,,,,,,,,,,,RBM20
,,,,,,,,,,,,,,,,RBM22
,,,,,,,,,,,,,,,,RBM3
,,,,,,,,,,,,,,,,RBM42
,,,,,,,,,,,,,,,,RBM47
,,,,,,,,,,,,,,,,RBM7
,,,,,,,,,,,,,,,,RBM8A
,,,,,,,,,,,,,,,,RBMS1
,,,,,,,,,,,,,,,,RBMS2
,,,,,,,,,,,,,,,,RBMS3
,,,,,,,,,,,,,,,,RBMS3-AS3
,,,,,,,,,,,,,,,,RBP1
,,,,,,,,,,,,,,,,RBP7
,,,,,,,,,,,,,,,,RBPJ
,,,,,,,,,,,,,,,,RBPJL
,,,,,,,,,,,,,,,,RBPMS
,,,,,,,,,,,,,,,,RBPMS2
,,,,,,,,,,,,,,,,RCAN3
,,,,,,,,,,,,,,,,RCAN3AS
,,,,,,,,,,,,,,,,RCBTB2
,,,,,,,,,,,,,,,,RCC2
,,,,,,,,,,,,,,,,RCN3
,,,,,,,,,,,,,,,,RCOR1
,,,,,,,,,,,,,,,,RCSD1
,,,,,,,,,,,,,,,,RDH10
,,,,,,,,,,,,,,,,RDH10-AS1
,,,,,,,,,,,,,,,,REEP4
,,,,,,,,,,,,,,,,REL
,,,,,,,,,,,,,,,,RELA
,,,,,,,,,,,,,,,,RELB
,,,,,,,,,,,,,,,,RELL1
,,,,,,,,,,,,,,,,RELN
,,,,,,,,,,,,,,,,RENBP
,,,,,,,,,,,,,,,,RERG
,,,,,,,,,,,,,,,,RERGL
,,,,,,,,,,,,,,,,REST
,,,,,,,,,,,,,,,,RFC2
,,,,,,,,,,,,,,,,RFC3
,,,,,,,,,,,,,,,,RFFL
,,,,,,,,,,,,,,,,RFTN2
,,,,,,,,,,,,,,,,RFWD3
,,,,,,,,,,,,,,,,RFX1
,,,,,,,,,,,,,,,,RFX2
,,,,,,,,,,,,,,,,RFX3
,,,,,,,,,,,,,,,,RFX4
,,,,,,,,,,,,,,,,RFX5
,,,,,,,,,,,,,,,,RFX6
,,,,,,,,,,,,,,,,RFX7
,,,,,,,,,,,,,,,,RFX8
,,,,,,,,,,,,,,,,RFXANK
,,,,,,,,,,,,,,,,RFXAP
,,,,,,,,,,,,,,,,RGCC
,,,,,,,,,,,,,,,,RGL3
,,,,,,,,,,,,,,,,RGMA
,,,,,,,,,,,,,,,,RGR
,,,,,,,,,,,,,,,,RGS1
,,,,,,,,,,,,,,,,RGS10
,,,,,,,,,,,,,,,,RGS12
,,,,,,,,,,,,,,,,RGS16
,,,,,,,,,,,,,,,,RGS18
,,,,,,,,,,,,,,,,RGS19
,,,,,,,,,,,,,,,,RGS2
,,,,,,,,,,,,,,,,RGS20
,,,,,,,,,,,,,,,,RGS22
,,,,,,,,,,,,,,,,RGS3
,,,,,,,,,,,,,,,,RGS5
,,,,,,,,,,,,,,,,RGS6
,,,,,,,,,,,,,,,,RGS9
,,,,,,,,,,,,,,,,RHBDF2
,,,,,,,,,,,,,,,,RHD
,,,,,,,,,,,,,,,,RHOBTB1
,,,,,,,,,,,,,,,,RHOBTB3
,,,,,,,,,,,,,,,,RHOC
,,,,,,,,,,,,,,,,RHOG
,,,,,,,,,,,,,,,,RHOH
,,,,,,,,,,,,,,,,RHOJ
,,,,,,,,,,,,,,,,RHOU
,,,,,,,,,,,,,,,,RHOXF1
,,,,,,,,,,,,,,,,RHOXF2
,,,,,,,,,,,,,,,,RHPN2
,,,,,,,,,,,,,,,,RILPL2
,,,,,,,,,,,,,,,,RIMKLB
,,,,,,,,,,,,,,,,RIN2
,,,,,,,,,,,,,,,,RIN3
,,,,,,,,,,,,,,,,RIOK2
,,,,,,,,,,,,,,,,RIPK2
,,,,,,,,,,,,,,,,RIT2
,,,,,,,,,,,,,,,,RLF
,,,,,,,,,,,,,,,,RMDN2-AS1
,,,,,,,,,,,,,,,,RMST
,,,,,,,,,,,,,,,,RNASE1
,,,,,,,,,,,,,,,,RNASEH2B-AS1
,,,,,,,,,,,,,,,,RNASEH2C
,,,,,,,,,,,,,,,,RNASET2
,,,,,,,,,,,,,,,,RND3
,,,,,,,,,,,,,,,,RNF114
,,,,,,,,,,,,,,,,RNF122
,,,,,,,,,,,,,,,,RNF135
,,,,,,,,,,,,,,,,RNF138
,,,,,,,,,,,,,,,,RNF144B
,,,,,,,,,,,,,,,,RNF152
,,,,,,,,,,,,,,,,RNF166
,,,,,,,,,,,,,,,,RNF182
,,,,,,,,,,,,,,,,RNF19A
,,,,,,,,,,,,,,,,RNF212B
,,,,,,,,,,,,,,,,RNF217-AS1
,,,,,,,,,,,,,,,,RNF220
,,,,,,,,,,,,,,,,RNH1
,,,,,,,,,,,,,,,,ROBO1
,,,,,,,,,,,,,,,,ROBO2
,,,,,,,,,,,,,,,,ROBO3
,,,,,,,,,,,,,,,,ROBO4
,,,,,,,,,,,,,,,,ROM1
,,,,,,,,,,,,,,,,ROMO1
,,,,,,,,,,,,,,,,ROR1
,,,,,,,,,,,,,,,,ROR1-AS1
,,,,,,,,,,,,,,,,ROR2
,,,,,,,,,,,,,,,,RORA
,,,,,,,,,,,,,,,,RORA-AS1
,,,,,,,,,,,,,,,,RORB
,,,,,,,,,,,,,,,,RORC
,,,,,,,,,,,,,,,,RP1
,,,,,,,,,,,,,,,,RP2
,,,,,,,,,,,,,,,,RPGR
,,,,,,,,,,,,,,,,RPL10A
,,,,,,,,,,,,,,,,RPL12
,,,,,,,,,,,,,,,,RPL18A
,,,,,,,,,,,,,,,,RPL19
,,,,,,,,,,,,,,,,RPL22L1
,,,,,,,,,,,,,,,,RPL23
,,,,,,,,,,,,,,,,RPL23A
,,,,,,,,,,,,,,,,RPL29
,,,,,,,,,,,,,,,,RPL35
,,,,,,,,,,,,,,,,RPL35A
,,,,,,,,,,,,,,,,RPL36A-HNRNPH2
,,,,,,,,,,,,,,,,RPL41
,,,,,,,,,,,,,,,,RPL6
,,,,,,,,,,,,,,,,RPL8
,,,,,,,,,,,,,,,,RPLP0
,,,,,,,,,,,,,,,,RPLP1
,,,,,,,,,,,,,,,,RPP25
,,,,,,,,,,,,,,,,RPS10P7
,,,,,,,,,,,,,,,,RPS11
,,,,,,,,,,,,,,,,RPS12
,,,,,,,,,,,,,,,,RPS13
,,,,,,,,,,,,,,,,RPS16
,,,,,,,,,,,,,,,,RPS2
,,,,,,,,,,,,,,,,RPS20
,,,,,,,,,,,,,,,,RPS21
,,,,,,,,,,,,,,,,RPS23
,,,,,,,,,,,,,,,,RPS25
,,,,,,,,,,,,,,,,RPS27
,,,,,,,,,,,,,,,,RPS27L
,,,,,,,,,,,,,,,,RPS28
,,,,,,,,,,,,,,,,RPS3A
,,,,,,,,,,,,,,,,RPS4X
,,,,,,,,,,,,,,,,RPS5
,,,,,,,,,,,,,,,,RPS6KA1
,,,,,,,,,,,,,,,,RPS6KA5
,,,,,,,,,,,,,,,,RPS7
,,,,,,,,,,,,,,,,RRAD
,,,,,,,,,,,,,,,,RRAS
,,,,,,,,,,,,,,,,RREB1
,,,,,,,,,,,,,,,,RSPO2
,,,,,,,,,,,,,,,,RTKN
,,,,,,,,,,,,,,,,RTTN
,,,,,,,,,,,,,,,,RUFY3
,,,,,,,,,,,,,,,,RUNDC3B
,,,,,,,,,,,,,,,,RUNX1
,,,,,,,,,,,,,,,,RUNX2
,,,,,,,,,,,,,,,,RUNX3
,,,,,,,,,,,,,,,,RUVBL1
,,,,,,,,,,,,,,,,RXFP1
,,,,,,,,,,,,,,,,RXRA
,,,,,,,,,,,,,,,,RXRB
,,,,,,,,,,,,,,,,RXRG
,,,,,,,,,,,,,,,,RYBP
,,,,,,,,,,,,,,,,RYR1
,,,,,,,,,,,,,,,,RYR2
,,,,,,,,,,,,,,,,RYR3
,,,,,,,,,,,,,,,,S100A1
,,,,,,,,,,,,,,,,S100A10
,,,,,,,,,,,,,,,,S100A11
,,,,,,,,,,,,,,,,S100A13
,,,,,,,,,,,,,,,,S100A16
,,,,,,,,,,,,,,,,S100A6
,,,,,,,,,,,,,,,,S100B
,,,,,,,,,,,,,,,,S100Z
,,,,,,,,,,,,,,,,S1PR1
,,,,,,,,,,,,,,,,S1PR3
,,,,,,,,,,,,,,,,S1PR5
,,,,,,,,,,,,,,,,SALL1
,,,,,,,,,,,,,,,,SALL2
,,,,,,,,,,,,,,,,SALL3
,,,,,,,,,,,,,,,,SALL4
,,,,,,,,,,,,,,,,SAMD11
,,,,,,,,,,,,,,,,SAMD12-AS1
,,,,,,,,,,,,,,,,SAMD13
,,,,,,,,,,,,,,,,SAMD3
,,,,,,,,,,,,,,,,SAMD4A
,,,,,,,,,,,,,,,,SAMD5
,,,,,,,,,,,,,,,,SAMD9
,,,,,,,,,,,,,,,,SAMD9L
,,,,,,,,,,,,,,,,SAMHD1
,,,,,,,,,,,,,,,,SAMMSON
,,,,,,,,,,,,,,,,SAMSN1
,,,,,,,,,,,,,,,,SAP30L-AS1
,,,,,,,,,,,,,,,,SASH3
,,,,,,,,,,,,,,,,SAT1
,,,,,,,,,,,,,,,,SATB1
,,,,,,,,,,,,,,,,SATB1-AS1
,,,,,,,,,,,,,,,,SATB2
,,,,,,,,,,,,,,,,SAV1
,,,,,,,,,,,,,,,,SAXO1
,,,,,,,,,,,,,,,,SBNO2
,,,,,,,,,,,,,,,,SCAMP2
,,,,,,,,,,,,,,,,SCAND1
,,,,,,,,,,,,,,,,SCAND2P
,,,,,,,,,,,,,,,,SCARA3
,,,,,,,,,,,,,,,,SCARA5
,,,,,,,,,,,,,,,,SCARB1
,,,,,,,,,,,,,,,,SCARF1
,,,,,,,,,,,,,,,,SCD
,,,,,,,,,,,,,,,,SCEL
,,,,,,,,,,,,,,,,SCG2
,,,,,,,,,,,,,,,,SCHLAP1
,,,,,,,,,,,,,,,,SCIN
,,,,,,,,,,,,,,,,SCMH1
,,,,,,,,,,,,,,,,SCML1
,,,,,,,,,,,,,,,,SCML4
,,,,,,,,,,,,,,,,SCN11A
,,,,,,,,,,,,,,,,SCN9A
,,,,,,,,,,,,,,,,SCO2
,,,,,,,,,,,,,,,,SCOC-AS1
,,,,,,,,,,,,,,,,SCRT1
,,,,,,,,,,,,,,,,SCX
,,,,,,,,,,,,,,,,SDC2
,,,,,,,,,,,,,,,,SDC3
,,,,,,,,,,,,,,,,SDC4
,,,,,,,,,,,,,,,,SDCBP
,,,,,,,,,,,,,,,,SDF2L1
,,,,,,,,,,,,,,,,SDK1
,,,,,,,,,,,,,,,,SDK2
,,,,,,,,,,,,,,,,SDS
,,,,,,,,,,,,,,,,SEC14L1
,,,,,,,,,,,,,,,,SEC24D
,,,,,,,,,,,,,,,,SELE
,,,,,,,,,,,,,,,,SELENBP1
,,,,,,,,,,,,,,,,SELL
,,,,,,,,,,,,,,,,SELPLG
,,,,,,,,,,,,,,,,SEMA3A
,,,,,,,,,,,,,,,,SEMA3B
,,,,,,,,,,,,,,,,SEMA3C
,,,,,,,,,,,,,,,,SEMA3D
,,,,,,,,,,,,,,,,SEMA3E
,,,,,,,,,,,,,,,,SEMA3F
,,,,,,,,,,,,,,,,SEMA4A
,,,,,,,,,,,,,,,,SEMA4C
,,,,,,,,,,,,,,,,SEMA4D
,,,,,,,,,,,,,,,,SEMA5A
,,,,,,,,,,,,,,,,SEMA6A
,,,,,,,,,,,,,,,,SEMA6A-AS1
,,,,,,,,,,,,,,,,SEMA6D
,,,,,,,,,,,,,,,,SEPSECS
,,,,,,,,,,,,,,,,SERF2
,,,,,,,,,,,,,,,,SERPINB1
,,,,,,,,,,,,,,,,SERPINB9
,,,,,,,,,,,,,,,,SERPINB9P1
,,,,,,,,,,,,,,,,SERPINE1
,,,,,,,,,,,,,,,,SERPINE2
,,,,,,,,,,,,,,,,SERPINH1
,,,,,,,,,,,,,,,,SERPINI2
,,,,,,,,,,,,,,,,SERTAD1
,,,,,,,,,,,,,,,,SERTAD4-AS1
,,,,,,,,,,,,,,,,SETBP1
,,,,,,,,,,,,,,,,SETDB1
,,,,,,,,,,,,,,,,SEZ6L
,,,,,,,,,,,,,,,,SF1
,,,,,,,,,,,,,,,,SF3B1
,,,,,,,,,,,,,,,,SF3B5
,,,,,,,,,,,,,,,,SFMBT2
,,,,,,,,,,,,,,,,SFPQ
,,,,,,,,,,,,,,,,SFRP1
,,,,,,,,,,,,,,,,SFRP2
,,,,,,,,,,,,,,,,SFRP4
,,,,,,,,,,,,,,,,SFT2D1
,,,,,,,,,,,,,,,,SFT2D2
,,,,,,,,,,,,,,,,SFTPC
,,,,,,,,,,,,,,,,SFXN5
,,,,,,,,,,,,,,,,SGCD
,,,,,,,,,,,,,,,,SGCG
,,,,,,,,,,,,,,,,SGCZ
,,,,,,,,,,,,,,,,SGK1
,,,,,,,,,,,,,,,,SGK2
,,,,,,,,,,,,,,,,SGK3
,,,,,,,,,,,,,,,,SGMS2
,,,,,,,,,,,,,,,,SGO1
,,,,,,,,,,,,,,,,SGO2
,,,,,,,,,,,,,,,,SGPP2
,,,,,,,,,,,,,,,,SH2B3
,,,,,,,,,,,,,,,,SH2D4A
,,,,,,,,,,,,,,,,SH3BGRL3
,,,,,,,,,,,,,,,,SH3BP2
,,,,,,,,,,,,,,,,SH3BP4
,,,,,,,,,,,,,,,,SH3GL2
,,,,,,,,,,,,,,,,SH3RF1
,,,,,,,,,,,,,,,,SH3RF3
,,,,,,,,,,,,,,,,SH3TC1
,,,,,,,,,,,,,,,,SH3TC2
,,,,,,,,,,,,,,,,SHC4
,,,,,,,,,,,,,,,,SHE
,,,,,,,,,,,,,,,,SHISA6
,,,,,,,,,,,,,,,,SHISA9
,,,,,,,,,,,,,,,,SHMT1
,,,,,,,,,,,,,,,,SHOX
,,,,,,,,,,,,,,,,SHQ1
,,,,,,,,,,,,,,,,SHROOM1
,,,,,,,,,,,,,,,,SHROOM2
,,,,,,,,,,,,,,,,SHROOM3
,,,,,,,,,,,,,,,,SHROOM4
,,,,,,,,,,,,,,,,SIGIRR
,,,,,,,,,,,,,,,,SIGLEC1
,,,,,,,,,,,,,,,,SIGLEC10
,,,,,,,,,,,,,,,,SIGLEC8
,,,,,,,,,,,,,,,,SIGLEC9
,,,,,,,,,,,,,,,,SIM1
,,,,,,,,,,,,,,,,SIM2
,,,,,,,,,,,,,,,,SIN3A
,,,,,,,,,,,,,,,,SIPA1
,,,,,,,,,,,,,,,,SIPA1L2
,,,,,,,,,,,,,,,,SIRPB2
,,,,,,,,,,,,,,,,SIRT6
,,,,,,,,,,,,,,,,SIX1
,,,,,,,,,,,,,,,,SIX3
,,,,,,,,,,,,,,,,SIX4
,,,,,,,,,,,,,,,,SIX5
,,,,,,,,,,,,,,,,SKA2
,,,,,,,,,,,,,,,,SKAP1
,,,,,,,,,,,,,,,,SKAP2
,,,,,,,,,,,,,,,,SKI
,,,,,,,,,,,,,,,,SKINT1L
,,,,,,,,,,,,,,,,SKOR1
,,,,,,,,,,,,,,,,SKOR2
,,,,,,,,,,,,,,,,SLA
,,,,,,,,,,,,,,,,SLAIN1
,,,,,,,,,,,,,,,,SLC11A1
,,,,,,,,,,,,,,,,SLC12A2
,,,,,,,,,,,,,,,,SLC12A4
,,,,,,,,,,,,,,,,SLC12A7
,,,,,,,,,,,,,,,,SLC12A9
,,,,,,,,,,,,,,,,SLC13A4
,,,,,,,,,,,,,,,,SLC13A5
,,,,,,,,,,,,,,,,SLC14A1
,,,,,,,,,,,,,,,,SLC15A2
,,,,,,,,,,,,,,,,SLC15A3
,,,,,,,,,,,,,,,,SLC16A1
,,,,,,,,,,,,,,,,SLC16A10
,,,,,,,,,,,,,,,,SLC16A12
,,,,,,,,,,,,,,,,SLC16A3
,,,,,,,,,,,,,,,,SLC16A6
,,,,,,,,,,,,,,,,SLC16A8
,,,,,,,,,,,,,,,,SLC16A9
,,,,,,,,,,,,,,,,SLC17A9
,,,,,,,,,,,,,,,,SLC18A1
,,,,,,,,,,,,,,,,SLC19A1
,,,,,,,,,,,,,,,,SLC19A3
,,,,,,,,,,,,,,,,SLC1A1
,,,,,,,,,,,,,,,,SLC1A2
,,,,,,,,,,,,,,,,SLC1A3
,,,,,,,,,,,,,,,,SLC1A5
,,,,,,,,,,,,,,,,SLC22A2
,,,,,,,,,,,,,,,,SLC22A24
,,,,,,,,,,,,,,,,SLC22A25
,,,,,,,,,,,,,,,,SLC22A3
,,,,,,,,,,,,,,,,SLC24A3
,,,,,,,,,,,,,,,,SLC25A13
,,,,,,,,,,,,,,,,SLC25A18
,,,,,,,,,,,,,,,,SLC25A19
,,,,,,,,,,,,,,,,SLC25A21
,,,,,,,,,,,,,,,,SLC25A33
,,,,,,,,,,,,,,,,SLC25A37
,,,,,,,,,,,,,,,,SLC25A48
,,,,,,,,,,,,,,,,SLC26A2
,,,,,,,,,,,,,,,,SLC26A5
,,,,,,,,,,,,,,,,SLC26A7
,,,,,,,,,,,,,,,,SLC26A9
,,,,,,,,,,,,,,,,SLC27A6
,,,,,,,,,,,,,,,,SLC29A3
,,,,,,,,,,,,,,,,SLC2A1
,,,,,,,,,,,,,,,,SLC2A12
,,,,,,,,,,,,,,,,SLC2A2
,,,,,,,,,,,,,,,,SLC2A3
,,,,,,,,,,,,,,,,SLC2A5
,,,,,,,,,,,,,,,,SLC2A9
,,,,,,,,,,,,,,,,SLC30A1
,,,,,,,,,,,,,,,,SLC30A10
,,,,,,,,,,,,,,,,SLC30A8
,,,,,,,,,,,,,,,,SLC31A2
,,,,,,,,,,,,,,,,SLC35D2
,,,,,,,,,,,,,,,,SLC35F1
,,,,,,,,,,,,,,,,SLC35F2
,,,,,,,,,,,,,,,,SLC35F3
,,,,,,,,,,,,,,,,SLC35F4
,,,,,,,,,,,,,,,,SLC37A2
,,,,,,,,,,,,,,,,SLC38A1
,,,,,,,,,,,,,,,,SLC38A11
,,,,,,,,,,,,,,,,SLC38A2
,,,,,,,,,,,,,,,,SLC38A3
,,,,,,,,,,,,,,,,SLC38A4
,,,,,,,,,,,,,,,,SLC38A5
,,,,,,,,,,,,,,,,SLC39A10
,,,,,,,,,,,,,,,,SLC39A12
,,,,,,,,,,,,,,,,SLC39A8
,,,,,,,,,,,,,,,,SLC40A1
,,,,,,,,,,,,,,,,SLC44A1
,,,,,,,,,,,,,,,,SLC44A3
,,,,,,,,,,,,,,,,SLC44A5
,,,,,,,,,,,,,,,,SLC45A3
,,,,,,,,,,,,,,,,SLC47A1
,,,,,,,,,,,,,,,,SLC4A2
,,,,,,,,,,,,,,,,SLC4A4
,,,,,,,,,,,,,,,,SLC4A7
,,,,,,,,,,,,,,,,SLC5A11
,,,,,,,,,,,,,,,,SLC5A6
,,,,,,,,,,,,,,,,SLC5A9
,,,,,,,,,,,,,,,,SLC6A1
,,,,,,,,,,,,,,,,SLC6A1-AS1
,,,,,,,,,,,,,,,,SLC6A11
,,,,,,,,,,,,,,,,SLC6A12
,,,,,,,,,,,,,,,,SLC6A13
,,,,,,,,,,,,,,,,SLC6A20
,,,,,,,,,,,,,,,,SLC6A6
,,,,,,,,,,,,,,,,SLC6A8
,,,,,,,,,,,,,,,,SLC6A9
,,,,,,,,,,,,,,,,SLC7A1
,,,,,,,,,,,,,,,,SLC7A10
,,,,,,,,,,,,,,,,SLC7A11
,,,,,,,,,,,,,,,,SLC7A11-AS1
,,,,,,,,,,,,,,,,SLC7A14
,,,,,,,,,,,,,,,,SLC7A2
,,,,,,,,,,,,,,,,SLC7A5
,,,,,,,,,,,,,,,,SLC7A7
,,,,,,,,,,,,,,,,SLC8A1
,,,,,,,,,,,,,,,,SLC8A1-AS1
,,,,,,,,,,,,,,,,SLC8B1
,,,,,,,,,,,,,,,,SLC9A2
,,,,,,,,,,,,,,,,SLC9A3R1
,,,,,,,,,,,,,,,,SLC9A3R2
,,,,,,,,,,,,,,,,SLC9A9
,,,,,,,,,,,,,,,,SLC9A9-AS1
,,,,,,,,,,,,,,,,SLC9B1
,,,,,,,,,,,,,,,,SLC9C1
,,,,,,,,,,,,,,,,SLCO1A2
,,,,,,,,,,,,,,,,SLCO1B1
,,,,,,,,,,,,,,,,SLCO1C1
,,,,,,,,,,,,,,,,SLCO2B1
,,,,,,,,,,,,,,,,SLCO4A1
,,,,,,,,,,,,,,,,SLCO5A1
,,,,,,,,,,,,,,,,SLFN11
,,,,,,,,,,,,,,,,SLFN12
,,,,,,,,,,,,,,,,SLFN12L
,,,,,,,,,,,,,,,,SLFN5
,,,,,,,,,,,,,,,,SLIT2
,,,,,,,,,,,,,,,,SLIT3
,,,,,,,,,,,,,,,,SMAD1
,,,,,,,,,,,,,,,,SMAD2
,,,,,,,,,,,,,,,,SMAD3
,,,,,,,,,,,,,,,,SMAD4
,,,,,,,,,,,,,,,,SMAD5
,,,,,,,,,,,,,,,,SMAD6
,,,,,,,,,,,,,,,,SMAD7
,,,,,,,,,,,,,,,,SMAD9
,,,,,,,,,,,,,,,,SMAP2
,,,,,,,,,,,,,,,,SMARCA1
,,,,,,,,,,,,,,,,SMARCA5
,,,,,,,,,,,,,,,,SMARCC1
,,,,,,,,,,,,,,,,SMC1B
,,,,,,,,,,,,,,,,SMC3
,,,,,,,,,,,,,,,,SMC4
,,,,,,,,,,,,,,,,SMCO4
,,,,,,,,,,,,,,,,SMG1P3
,,,,,,,,,,,,,,,,SMIM3
,,,,,,,,,,,,,,,,SMIM4
,,,,,,,,,,,,,,,,SMIM5
,,,,,,,,,,,,,,,,SMOC1
,,,,,,,,,,,,,,,,SMOC2
,,,,,,,,,,,,,,,,SMOX
,,,,,,,,,,,,,,,,SMPX
,,,,,,,,,,,,,,,,SMTN
,,,,,,,,,,,,,,,,SMUG1
,,,,,,,,,,,,,,,,SNAI1
,,,,,,,,,,,,,,,,SNAI2
,,,,,,,,,,,,,,,,SNAI3
,,,,,,,,,,,,,,,,SNAP25-AS1
,,,,,,,,,,,,,,,,SNAPC4
,,,,,,,,,,,,,,,,SNAPC5
,,,,,,,,,,,,,,,,SNCAIP
,,,,,,,,,,,,,,,,SND1
,,,,,,,,,,,,,,,,SNED1
,,,,,,,,,,,,,,,,SNHG18
,,,,,,,,,,,,,,,,SNHG8
,,,,,,,,,,,,,,,,SNORD13
,,,,,,,,,,,,,,,,SNRNP70
,,,,,,,,,,,,,,,,SNRPB2
,,,,,,,,,,,,,,,,SNTA1
,,,,,,,,,,,,,,,,SNTB1
,,,,,,,,,,,,,,,,SNTG1
,,,,,,,,,,,,,,,,SNTG2
,,,,,,,,,,,,,,,,SNX18
,,,,,,,,,,,,,,,,SNX22
,,,,,,,,,,,,,,,,SOAT1
,,,,,,,,,,,,,,,,SOCS3
,,,,,,,,,,,,,,,,SOCS4
,,,,,,,,,,,,,,,,SOCS6
,,,,,,,,,,,,,,,,SOD1
,,,,,,,,,,,,,,,,SOHLH2
,,,,,,,,,,,,,,,,SORBS1
,,,,,,,,,,,,,,,,SORBS2
,,,,,,,,,,,,,,,,SORBS3
,,,,,,,,,,,,,,,,SORCS1
,,,,,,,,,,,,,,,,SORCS2
,,,,,,,,,,,,,,,,SORCS3
,,,,,,,,,,,,,,,,SORL1
,,,,,,,,,,,,,,,,SOX10
,,,,,,,,,,,,,,,,SOX11
,,,,,,,,,,,,,,,,SOX12
,,,,,,,,,,,,,,,,SOX13
,,,,,,,,,,,,,,,,SOX15
,,,,,,,,,,,,,,,,SOX17
,,,,,,,,,,,,,,,,SOX18
,,,,,,,,,,,,,,,,SOX21
,,,,,,,,,,,,,,,,SOX21-AS1
,,,,,,,,,,,,,,,,SOX3
,,,,,,,,,,,,,,,,SOX30
,,,,,,,,,,,,,,,,SOX4
,,,,,,,,,,,,,,,,SOX5
,,,,,,,,,,,,,,,,SOX6
,,,,,,,,,,,,,,,,SOX7
,,,,,,,,,,,,,,,,SOX8
,,,,,,,,,,,,,,,,SOX9
,,,,,,,,,,,,,,,,SP1
,,,,,,,,,,,,,,,,SP100
,,,,,,,,,,,,,,,,SP110
,,,,,,,,,,,,,,,,SP140
,,,,,,,,,,,,,,,,SP140L
,,,,,,,,,,,,,,,,SP2
,,,,,,,,,,,,,,,,SP2-AS1
,,,,,,,,,,,,,,,,SP3
,,,,,,,,,,,,,,,,SP4
,,,,,,,,,,,,,,,,SP5
,,,,,,,,,,,,,,,,SP6
,,,,,,,,,,,,,,,,SP7
,,,,,,,,,,,,,,,,SP8
,,,,,,,,,,,,,,,,SP9
,,,,,,,,,,,,,,,,SPACA5
,,,,,,,,,,,,,,,,SPAG7
,,,,,,,,,,,,,,,,SPANXA2-OT1
,,,,,,,,,,,,,,,,SPARC
,,,,,,,,,,,,,,,,SPATA1
,,,,,,,,,,,,,,,,SPATA12
,,,,,,,,,,,,,,,,SPATA22
,,,,,,,,,,,,,,,,SPATA3-AS1
,,,,,,,,,,,,,,,,SPATA45
,,,,,,,,,,,,,,,,SPATA9
,,,,,,,,,,,,,,,,SPATC1
,,,,,,,,,,,,,,,,SPATS2
,,,,,,,,,,,,,,,,SPC25
,,,,,,,,,,,,,,,,SPDEF
,,,,,,,,,,,,,,,,SPHK1
,,,,,,,,,,,,,,,,SPHKAP
,,,,,,,,,,,,,,,,SPI1
,,,,,,,,,,,,,,,,SPIB
,,,,,,,,,,,,,,,,SPIC
,,,,,,,,,,,,,,,,SPINK13
,,,,,,,,,,,,,,,,SPINK5
,,,,,,,,,,,,,,,,SPINT2
,,,,,,,,,,,,,,,,SPNS3
,,,,,,,,,,,,,,,,SPON1
,,,,,,,,,,,,,,,,SPP1
,,,,,,,,,,,,,,,,SPR
,,,,,,,,,,,,,,,,SPRY4
,,,,,,,,,,,,,,,,SPSB1
,,,,,,,,,,,,,,,,SPSB4
,,,,,,,,,,,,,,,,SPTLC2
,,,,,,,,,,,,,,,,SPTLC3
,,,,,,,,,,,,,,,,SRBD1
,,,,,,,,,,,,,,,,SRD5A3-AS1
,,,,,,,,,,,,,,,,SREBF1
,,,,,,,,,,,,,,,,SREBF2
,,,,,,,,,,,,,,,,SRF
,,,,,,,,,,,,,,,,SRGAP1
,,,,,,,,,,,,,,,,SRGAP2
,,,,,,,,,,,,,,,,SRGAP2-AS1
,,,,,,,,,,,,,,,,SRGAP2B
,,,,,,,,,,,,,,,,SRGAP2C
,,,,,,,,,,,,,,,,SRGN
,,,,,,,,,,,,,,,,SRL
,,,,,,,,,,,,,,,,SRP9
,,,,,,,,,,,,,,,,SRPRB
,,,,,,,,,,,,,,,,SRPX
,,,,,,,,,,,,,,,,SRPX2
,,,,,,,,,,,,,,,,SRRM3
,,,,,,,,,,,,,,,,SSBP3
,,,,,,,,,,,,,,,,SSNA1
